rank:1 |send count:15 | recv count: 15 |total Time:0.444541 |compute Time:0.000010 |commuTime:0.439693|IO Time:0.000000
rank:241 |send count:17 | recv count: 18 |total Time:1.028826 |compute Time:0.000016 |commuTime:0.872322|IO Time:0.000000
rank:242 |send count:4 | recv count: 4 |total Time:1.028742 |compute Time:0.000013 |commuTime:0.872298|IO Time:0.000000
rank:243 |send count:5 | recv count: 5 |total Time:1.028838 |compute Time:0.000009 |commuTime:0.872308|IO Time:0.000000
rank:244 |send count:15 | recv count: 15 |total Time:1.029047 |compute Time:0.000017 |commuTime:0.872255|IO Time:0.000000
rank:245 |send count:9 | recv count: 9 |total Time:1.029126 |compute Time:0.000018 |commuTime:0.872288|IO Time:0.000000
rank:246 |send count:9 | recv count: 9 |total Time:1.029417 |compute Time:0.000015 |commuTime:0.872301|IO Time:0.000000
rank:247 |send count:5 | recv count: 6 |total Time:1.029429 |compute Time:0.000016 |commuTime:0.872278|IO Time:0.000000
rank:250 |send count:9 | recv count: 8 |total Time:1.026629 |compute Time:0.000014 |commuTime:0.872204|IO Time:0.000000
rank:251 |send count:7 | recv count: 7 |total Time:1.026627 |compute Time:0.000011 |commuTime:0.864081|IO Time:0.000000
rank:240 |send count:4 | recv count: 4 |total Time:1.029103 |compute Time:0.000011 |commuTime:0.872768|IO Time:0.000000
rank:296 |send count:45 | recv count: 42 |total Time:1.147490 |compute Time:0.000020 |commuTime:0.960638|IO Time:0.000000
rank:289 |send count:9 | recv count: 12 |total Time:1.147909 |compute Time:0.000011 |commuTime:0.960828|IO Time:0.000000
rank:290 |send count:6 | recv count: 6 |total Time:1.147805 |compute Time:0.000014 |commuTime:0.960785|IO Time:0.000000
rank:291 |send count:27 | recv count: 37 |total Time:1.147923 |compute Time:0.000015 |commuTime:0.960807|IO Time:0.000000
rank:292 |send count:15 | recv count: 15 |total Time:1.147527 |compute Time:0.000014 |commuTime:0.960787|IO Time:0.000000
rank:293 |send count:15 | recv count: 17 |total Time:1.147472 |compute Time:0.000017 |commuTime:0.960704|IO Time:0.000000
rank:294 |send count:9 | recv count: 9 |total Time:1.148112 |compute Time:0.000013 |commuTime:0.960711|IO Time:0.000000
rank:295 |send count:4 | recv count: 4 |total Time:1.148203 |compute Time:0.000008 |commuTime:0.960750|IO Time:0.000000
rank:297 |send count:9 | recv count: 9 |total Time:1.147534 |compute Time:0.000013 |commuTime:0.960659|IO Time:0.000000
rank:298 |send count:5 | recv count: 5 |total Time:1.148141 |compute Time:0.000013 |commuTime:0.960680|IO Time:0.000000
rank:299 |send count:4 | recv count: 4 |total Time:1.148401 |compute Time:0.000013 |commuTime:0.953333|IO Time:0.000000
rank:288 |send count:13 | recv count: 13 |total Time:1.148112 |compute Time:0.000013 |commuTime:0.961198|IO Time:0.000000
rank:337 |send count:5 | recv count: 5 |total Time:1.268631 |compute Time:0.000017 |commuTime:1.052237|IO Time:0.000000
rank:338 |send count:5 | recv count: 5 |total Time:1.268825 |compute Time:0.000015 |commuTime:1.052160|IO Time:0.000000
rank:339 |send count:18 | recv count: 18 |total Time:1.268930 |compute Time:0.000016 |commuTime:1.052188|IO Time:0.000000
rank:340 |send count:18 | recv count: 18 |total Time:1.268198 |compute Time:0.000015 |commuTime:1.052109|IO Time:0.000000
rank:341 |send count:5 | recv count: 5 |total Time:1.268225 |compute Time:0.000014 |commuTime:1.052096|IO Time:0.000000
rank:342 |send count:4 | recv count: 4 |total Time:1.268197 |compute Time:0.000014 |commuTime:1.052070|IO Time:0.000000
rank:343 |send count:17 | recv count: 17 |total Time:1.268288 |compute Time:0.000013 |commuTime:1.052127|IO Time:0.000000
rank:344 |send count:7 | recv count: 7 |total Time:1.267654 |compute Time:0.000015 |commuTime:1.052081|IO Time:0.000000
rank:345 |send count:6 | recv count: 6 |total Time:1.267712 |compute Time:0.000009 |commuTime:1.052113|IO Time:0.000000
rank:346 |send count:10 | recv count: 10 |total Time:1.267655 |compute Time:0.000013 |commuTime:1.052074|IO Time:0.000000
rank:347 |send count:9 | recv count: 10 |total Time:1.267950 |compute Time:0.000012 |commuTime:1.044025|IO Time:0.000000
rank:336 |send count:7 | recv count: 7 |total Time:1.268934 |compute Time:0.000009 |commuTime:1.052684|IO Time:0.000000
rank:385 |send count:5 | recv count: 5 |total Time:1.390898 |compute Time:0.000010 |commuTime:1.142949|IO Time:0.000000
rank:386 |send count:17 | recv count: 17 |total Time:1.389915 |compute Time:0.000016 |commuTime:1.142909|IO Time:0.000000
rank:387 |send count:6 | recv count: 7 |total Time:1.390046 |compute Time:0.000013 |commuTime:1.142949|IO Time:0.000000
rank:388 |send count:9 | recv count: 9 |total Time:1.390254 |compute Time:0.000013 |commuTime:1.142908|IO Time:0.000000
rank:389 |send count:6 | recv count: 6 |total Time:1.390287 |compute Time:0.000011 |commuTime:1.142907|IO Time:0.000000
rank:390 |send count:11 | recv count: 11 |total Time:1.388772 |compute Time:0.000013 |commuTime:1.142928|IO Time:0.000000
rank:391 |send count:7 | recv count: 7 |total Time:1.388806 |compute Time:0.000015 |commuTime:1.142910|IO Time:0.000000
rank:392 |send count:24 | recv count: 21 |total Time:1.390253 |compute Time:0.000015 |commuTime:1.142844|IO Time:0.000000
rank:393 |send count:9 | recv count: 11 |total Time:1.390617 |compute Time:0.000012 |commuTime:1.142759|IO Time:0.000000
rank:394 |send count:7 | recv count: 7 |total Time:1.390229 |compute Time:0.000016 |commuTime:1.142704|IO Time:0.000000
rank:395 |send count:8 | recv count: 8 |total Time:1.390285 |compute Time:0.000014 |commuTime:1.134867|IO Time:0.000000
rank:384 |send count:23 | recv count: 23 |total Time:1.391281 |compute Time:0.000012 |commuTime:1.143355|IO Time:0.000000
rank:433 |send count:7 | recv count: 6 |total Time:1.508248 |compute Time:0.000016 |commuTime:1.231685|IO Time:0.000000
rank:434 |send count:9 | recv count: 9 |total Time:1.507884 |compute Time:0.000015 |commuTime:1.231704|IO Time:0.000000
rank:435 |send count:9 | recv count: 10 |total Time:1.507921 |compute Time:0.000013 |commuTime:1.231671|IO Time:0.000000
rank:436 |send count:8 | recv count: 8 |total Time:1.509100 |compute Time:0.000016 |commuTime:1.231677|IO Time:0.000000
rank:437 |send count:9 | recv count: 9 |total Time:1.509190 |compute Time:0.000015 |commuTime:1.231712|IO Time:0.000000
rank:438 |send count:11 | recv count: 11 |total Time:1.507911 |compute Time:0.000018 |commuTime:1.231656|IO Time:0.000000
rank:439 |send count:4 | recv count: 4 |total Time:1.507969 |compute Time:0.000012 |commuTime:1.231686|IO Time:0.000000
rank:440 |send count:9 | recv count: 9 |total Time:1.508220 |compute Time:0.000020 |commuTime:1.231621|IO Time:0.000000
rank:441 |send count:5 | recv count: 5 |total Time:1.508250 |compute Time:0.000016 |commuTime:1.231612|IO Time:0.000000
rank:442 |send count:8 | recv count: 8 |total Time:1.507597 |compute Time:0.000010 |commuTime:1.231577|IO Time:0.000000
rank:443 |send count:8 | recv count: 8 |total Time:1.507660 |compute Time:0.000012 |commuTime:1.224310|IO Time:0.000000
rank:432 |send count:6 | recv count: 6 |total Time:1.508486 |compute Time:0.000009 |commuTime:1.232112|IO Time:0.000000
rank:481 |send count:4 | recv count: 4 |total Time:1.630530 |compute Time:0.000012 |commuTime:1.315282|IO Time:0.000000
rank:482 |send count:9 | recv count: 9 |total Time:1.630819 |compute Time:0.000014 |commuTime:1.315286|IO Time:0.000000
rank:483 |send count:11 | recv count: 17 |total Time:1.630865 |compute Time:0.000018 |commuTime:1.315135|IO Time:0.000000
rank:484 |send count:8 | recv count: 8 |total Time:1.628362 |compute Time:0.000017 |commuTime:1.315127|IO Time:0.000000
rank:485 |send count:4 | recv count: 4 |total Time:1.628315 |compute Time:0.000013 |commuTime:1.315062|IO Time:0.000000
rank:486 |send count:11 | recv count: 9 |total Time:1.631105 |compute Time:0.000016 |commuTime:1.315058|IO Time:0.000000
rank:487 |send count:5 | recv count: 5 |total Time:1.631160 |compute Time:0.000016 |commuTime:1.315060|IO Time:0.000000
rank:488 |send count:5 | recv count: 5 |total Time:1.631126 |compute Time:0.000014 |commuTime:1.315033|IO Time:0.000000
rank:489 |send count:5 | recv count: 5 |total Time:1.630264 |compute Time:0.000015 |commuTime:1.315053|IO Time:0.000000
rank:490 |send count:7 | recv count: 7 |total Time:1.631480 |compute Time:0.000012 |commuTime:1.315058|IO Time:0.000000
rank:491 |send count:4 | recv count: 4 |total Time:1.628408 |compute Time:0.000011 |commuTime:1.300260|IO Time:0.000000
rank:480 |send count:6 | recv count: 6 |total Time:1.630816 |compute Time:0.000009 |commuTime:1.315708|IO Time:0.000000
rank:24 |send count:9 | recv count: 9 |total Time:1.655232 |compute Time:0.000014 |commuTime:1.635843|IO Time:0.000000
rank:12 |send count:4 | recv count: 4 |total Time:1.654955 |compute Time:0.000018 |commuTime:1.642603|IO Time:0.000000
rank:36 |send count:11 | recv count: 9 |total Time:1.652775 |compute Time:0.000012 |commuTime:1.629324|IO Time:0.000000
rank:25 |send count:5 | recv count: 5 |total Time:1.655277 |compute Time:0.000009 |commuTime:1.635884|IO Time:0.000000
rank:14 |send count:4 | recv count: 4 |total Time:1.654969 |compute Time:0.000012 |commuTime:1.642609|IO Time:0.000000
rank:37 |send count:24 | recv count: 24 |total Time:1.652780 |compute Time:0.000019 |commuTime:1.629312|IO Time:0.000000
rank:26 |send count:4 | recv count: 4 |total Time:1.653383 |compute Time:0.000009 |commuTime:1.635833|IO Time:0.000000
rank:15 |send count:7 | recv count: 9 |total Time:1.654917 |compute Time:0.000011 |commuTime:1.642539|IO Time:0.000000
rank:38 |send count:39 | recv count: 39 |total Time:1.654354 |compute Time:0.000025 |commuTime:1.629310|IO Time:0.000000
rank:27 |send count:9 | recv count: 9 |total Time:1.653378 |compute Time:0.000008 |commuTime:1.635819|IO Time:0.000000
rank:16 |send count:7 | recv count: 7 |total Time:1.653130 |compute Time:0.000012 |commuTime:1.642561|IO Time:0.000000
rank:39 |send count:9 | recv count: 9 |total Time:1.654360 |compute Time:0.000017 |commuTime:1.629313|IO Time:0.000000
rank:28 |send count:5 | recv count: 5 |total Time:1.653707 |compute Time:0.000012 |commuTime:1.635811|IO Time:0.000000
rank:17 |send count:11 | recv count: 11 |total Time:1.653114 |compute Time:0.000015 |commuTime:1.642485|IO Time:0.000000
rank:40 |send count:18 | recv count: 17 |total Time:1.654076 |compute Time:0.000016 |commuTime:1.629348|IO Time:0.000000
rank:29 |send count:5 | recv count: 5 |total Time:1.653711 |compute Time:0.000011 |commuTime:1.635790|IO Time:0.000000
rank:18 |send count:23 | recv count: 21 |total Time:1.653377 |compute Time:0.000021 |commuTime:1.642498|IO Time:0.000000
rank:41 |send count:5 | recv count: 5 |total Time:1.654053 |compute Time:0.000015 |commuTime:1.629297|IO Time:0.000000
rank:30 |send count:5 | recv count: 5 |total Time:1.654288 |compute Time:0.000012 |commuTime:1.635800|IO Time:0.000000
rank:20 |send count:8 | recv count: 9 |total Time:1.655196 |compute Time:0.000015 |commuTime:1.642476|IO Time:0.000000
rank:42 |send count:5 | recv count: 5 |total Time:1.654045 |compute Time:0.000016 |commuTime:1.629295|IO Time:0.000000
rank:31 |send count:11 | recv count: 11 |total Time:1.654301 |compute Time:0.000007 |commuTime:1.635802|IO Time:0.000000
rank:21 |send count:7 | recv count: 7 |total Time:1.655287 |compute Time:0.000012 |commuTime:1.642502|IO Time:0.000000
rank:43 |send count:4 | recv count: 4 |total Time:1.654090 |compute Time:0.000013 |commuTime:1.629314|IO Time:0.000000
rank:32 |send count:5 | recv count: 5 |total Time:1.654058 |compute Time:0.000012 |commuTime:1.635791|IO Time:0.000000
rank:22 |send count:9 | recv count: 9 |total Time:1.653926 |compute Time:0.000016 |commuTime:1.642437|IO Time:0.000000
rank:44 |send count:5 | recv count: 5 |total Time:1.654960 |compute Time:0.000012 |commuTime:1.629286|IO Time:0.000000
rank:33 |send count:6 | recv count: 6 |total Time:1.654046 |compute Time:0.000010 |commuTime:1.635759|IO Time:0.000000
rank:23 |send count:7 | recv count: 7 |total Time:1.654006 |compute Time:0.000018 |commuTime:1.635993|IO Time:0.000000
rank:45 |send count:5 | recv count: 5 |total Time:1.654959 |compute Time:0.000015 |commuTime:1.629258|IO Time:0.000000
rank:34 |send count:5 | recv count: 5 |total Time:1.653703 |compute Time:0.000010 |commuTime:1.635745|IO Time:0.000000
rank:61 |send count:12 | recv count: 16 |total Time:1.652537 |compute Time:0.000018 |commuTime:1.613618|IO Time:0.000000
rank:46 |send count:9 | recv count: 9 |total Time:1.651950 |compute Time:0.000015 |commuTime:1.629250|IO Time:0.000000
rank:35 |send count:4 | recv count: 4 |total Time:1.653771 |compute Time:0.000007 |commuTime:1.629530|IO Time:0.000000
rank:499 |send count:7 | recv count: 7 |total Time:1.654319 |compute Time:0.000011 |commuTime:1.323862|IO Time:0.000000
rank:47 |send count:21 | recv count: 21 |total Time:1.652009 |compute Time:0.000013 |commuTime:1.622051|IO Time:0.000000
rank:72 |send count:33 | recv count: 34 |total Time:1.654752 |compute Time:0.000018 |commuTime:1.606366|IO Time:0.000000
rank:13 |send count:7 | recv count: 7 |total Time:1.655041 |compute Time:0.000012 |commuTime:1.642656|IO Time:0.000000
rank:85 |send count:15 | recv count: 18 |total Time:1.655084 |compute Time:0.000013 |commuTime:1.598876|IO Time:0.000000
rank:73 |send count:5 | recv count: 5 |total Time:1.654765 |compute Time:0.000008 |commuTime:1.606363|IO Time:0.000000
rank:62 |send count:10 | recv count: 10 |total Time:1.653248 |compute Time:0.000014 |commuTime:1.613772|IO Time:0.000000
rank:86 |send count:5 | recv count: 5 |total Time:1.655053 |compute Time:0.000013 |commuTime:1.598833|IO Time:0.000000
rank:74 |send count:9 | recv count: 9 |total Time:1.655325 |compute Time:0.000010 |commuTime:1.606299|IO Time:0.000000
rank:63 |send count:7 | recv count: 7 |total Time:1.653207 |compute Time:0.000015 |commuTime:1.613711|IO Time:0.000000
rank:87 |send count:9 | recv count: 10 |total Time:1.655042 |compute Time:0.000014 |commuTime:1.598802|IO Time:0.000000
rank:75 |send count:9 | recv count: 9 |total Time:1.655373 |compute Time:0.000008 |commuTime:1.606321|IO Time:0.000000
rank:64 |send count:5 | recv count: 5 |total Time:1.654520 |compute Time:0.000011 |commuTime:1.613771|IO Time:0.000000
rank:88 |send count:9 | recv count: 9 |total Time:1.654751 |compute Time:0.000011 |commuTime:1.598814|IO Time:0.000000
rank:78 |send count:4 | recv count: 4 |total Time:1.655673 |compute Time:0.000010 |commuTime:1.606284|IO Time:0.000000
rank:65 |send count:4 | recv count: 4 |total Time:1.654467 |compute Time:0.000011 |commuTime:1.613665|IO Time:0.000000
rank:89 |send count:4 | recv count: 4 |total Time:1.654747 |compute Time:0.000011 |commuTime:1.598782|IO Time:0.000000
rank:79 |send count:9 | recv count: 9 |total Time:1.655646 |compute Time:0.000009 |commuTime:1.606246|IO Time:0.000000
rank:67 |send count:8 | recv count: 8 |total Time:1.654811 |compute Time:0.000016 |commuTime:1.613709|IO Time:0.000000
rank:90 |send count:9 | recv count: 9 |total Time:1.654465 |compute Time:0.000014 |commuTime:1.598802|IO Time:0.000000
rank:80 |send count:59 | recv count: 52 |total Time:1.654765 |compute Time:0.000019 |commuTime:1.606251|IO Time:0.000000
rank:68 |send count:4 | recv count: 4 |total Time:1.654790 |compute Time:0.000016 |commuTime:1.613706|IO Time:0.000000
rank:91 |send count:6 | recv count: 6 |total Time:1.654506 |compute Time:0.000013 |commuTime:1.598819|IO Time:0.000000
rank:81 |send count:4 | recv count: 4 |total Time:1.654783 |compute Time:0.000012 |commuTime:1.606244|IO Time:0.000000
rank:69 |send count:5 | recv count: 5 |total Time:1.654758 |compute Time:0.000014 |commuTime:1.613631|IO Time:0.000000
rank:93 |send count:4 | recv count: 4 |total Time:1.654730 |compute Time:0.000012 |commuTime:1.598735|IO Time:0.000000
rank:82 |send count:10 | recv count: 10 |total Time:1.655037 |compute Time:0.000009 |commuTime:1.606210|IO Time:0.000000
rank:71 |send count:35 | recv count: 35 |total Time:1.654713 |compute Time:0.000017 |commuTime:1.606475|IO Time:0.000000
rank:94 |send count:9 | recv count: 10 |total Time:1.655074 |compute Time:0.000013 |commuTime:1.598786|IO Time:0.000000
rank:83 |send count:23 | recv count: 22 |total Time:1.655057 |compute Time:0.000012 |commuTime:1.599066|IO Time:0.000000
rank:108 |send count:21 | recv count: 21 |total Time:1.654407 |compute Time:0.000019 |commuTime:1.582687|IO Time:0.000000
rank:95 |send count:9 | recv count: 9 |total Time:1.655086 |compute Time:0.000012 |commuTime:1.591020|IO Time:0.000000
rank:120 |send count:5 | recv count: 14 |total Time:1.653282 |compute Time:0.000011 |commuTime:1.575463|IO Time:0.000000
rank:110 |send count:5 | recv count: 5 |total Time:1.652636 |compute Time:0.000016 |commuTime:1.582678|IO Time:0.000000
rank:133 |send count:5 | recv count: 5 |total Time:1.655781 |compute Time:0.000015 |commuTime:1.568017|IO Time:0.000000
rank:121 |send count:9 | recv count: 10 |total Time:1.653330 |compute Time:0.000010 |commuTime:1.575481|IO Time:0.000000
rank:111 |send count:6 | recv count: 7 |total Time:1.652730 |compute Time:0.000013 |commuTime:1.582757|IO Time:0.000000
rank:134 |send count:4 | recv count: 4 |total Time:1.654213 |compute Time:0.000012 |commuTime:1.567998|IO Time:0.000000
rank:122 |send count:9 | recv count: 9 |total Time:1.652340 |compute Time:0.000011 |commuTime:1.575398|IO Time:0.000000
rank:112 |send count:10 | recv count: 10 |total Time:1.654095 |compute Time:0.000013 |commuTime:1.582640|IO Time:0.000000
rank:135 |send count:5 | recv count: 5 |total Time:1.654198 |compute Time:0.000012 |commuTime:1.567946|IO Time:0.000000
rank:124 |send count:4 | recv count: 4 |total Time:1.655042 |compute Time:0.000009 |commuTime:1.575342|IO Time:0.000000
rank:114 |send count:6 | recv count: 6 |total Time:1.654098 |compute Time:0.000016 |commuTime:1.582600|IO Time:0.000000
rank:136 |send count:18 | recv count: 15 |total Time:1.655817 |compute Time:0.000016 |commuTime:1.568019|IO Time:0.000000
rank:127 |send count:7 | recv count: 7 |total Time:1.654201 |compute Time:0.000017 |commuTime:1.575392|IO Time:0.000000
rank:115 |send count:33 | recv count: 30 |total Time:1.654109 |compute Time:0.000036 |commuTime:1.582557|IO Time:0.000000
rank:137 |send count:15 | recv count: 15 |total Time:1.655794 |compute Time:0.000016 |commuTime:1.567991|IO Time:0.000000
rank:129 |send count:5 | recv count: 5 |total Time:1.655804 |compute Time:0.000011 |commuTime:1.575383|IO Time:0.000000
rank:116 |send count:9 | recv count: 9 |total Time:1.654401 |compute Time:0.000016 |commuTime:1.582593|IO Time:0.000000
rank:138 |send count:10 | recv count: 10 |total Time:1.655177 |compute Time:0.000013 |commuTime:1.567984|IO Time:0.000000
rank:130 |send count:9 | recv count: 9 |total Time:1.655430 |compute Time:0.000009 |commuTime:1.575339|IO Time:0.000000
rank:119 |send count:5 | recv count: 5 |total Time:1.654474 |compute Time:0.000006 |commuTime:1.575584|IO Time:0.000000
rank:141 |send count:4 | recv count: 4 |total Time:1.655461 |compute Time:0.000017 |commuTime:1.567934|IO Time:0.000000
rank:131 |send count:6 | recv count: 6 |total Time:1.655436 |compute Time:0.000008 |commuTime:1.568236|IO Time:0.000000
rank:157 |send count:27 | recv count: 27 |total Time:1.654232 |compute Time:0.000021 |commuTime:1.551916|IO Time:0.000000
rank:142 |send count:5 | recv count: 5 |total Time:1.655775 |compute Time:0.000013 |commuTime:1.567956|IO Time:0.000000
rank:171 |send count:17 | recv count: 17 |total Time:1.654840 |compute Time:0.000012 |commuTime:1.544422|IO Time:0.000000
rank:161 |send count:9 | recv count: 9 |total Time:1.654828 |compute Time:0.000016 |commuTime:1.551829|IO Time:0.000000
rank:139 |send count:17 | recv count: 13 |total Time:1.655219 |compute Time:0.000015 |commuTime:1.568012|IO Time:0.000000
rank:174 |send count:5 | recv count: 10 |total Time:1.652428 |compute Time:0.000014 |commuTime:1.544360|IO Time:0.000000
rank:162 |send count:7 | recv count: 7 |total Time:1.655116 |compute Time:0.000018 |commuTime:1.551820|IO Time:0.000000
